Used,variable_2014,description_2014,topic_2014,variable_2008,description_2008,topic_2008,Used
,EJB1_AWOPSM1,A value from 1 to 12 indicating the month in which a period away without pay began.,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB1_AWOPSM2,A value from 1 to 12 indicating the month in which a period away without pay began.,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB1_AWOPSM3,A value from 1 to 12 indicating the month in which a period away without pay began.,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB1_AWOPSW1,A value from 1 to 52 indicating the week in which a period away without pay began.,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB1_AWOPSW2,A value from 1 to 52 indicating the week in which a period away without pay began.,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB1_AWOPSW3,A value from 1 to 52 indicating the week in which a period away without pay began.,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB1_AWPCFL1,Indicates the first AWOP spell continued past month 12,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB1_AWPCFL2,Indicates the second AWOP spell continued past month 12,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB1_AWPCFL3,Indicates the third AWOP spell continued past month 12,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB1_BMONTH,The beginning month of a job spell with employer 1,Labor Force,TSBDATE1,Date operation of business began,,
,EJB1_BMONTH,Labor Force,Labor Force,TSJDATE1,Starting date of job,,
,EJB1_BSLRYB,"Did/does ... draw a regular salary from ... - that is, take a regular paycheck, as opposed to just treating the profits as income?",Labor Force,ESLRYB1,Salary draw from business,Business,
,EJB1_BXMTH,A variable identifying if a bonus was earned in the reference month for this job.,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB1_CEXPAY,A variable identifying if commissions were awarded in every month for this job spell.,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB1_CHEARN1,Did the respondent have a first change in earnings between EJB1_BMONTH and EJB1_EMONTH?,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB1_CHEARN2,Did the respondent have a second change in earnings between EJB1_BMONTH and EJB1_EMONTH?,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB1_CHERMN1,Month of first change in earnings.,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB1_CHERMN2,Month of second change in earnings.,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB1_CHERWK1,Week of first change in earnings.,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB1_CHERWK2,Week of second change in earnings.,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB1_CHHOMN1,Month of first change in hours,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB1_CHHOMN2,Month of second change in hours.,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB1_CHHOUR1,Whether there is a first change in the number of hours worked per week.,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB1_CHHOUR2,Whether there is a second change in the number of hours worked per week.,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB1_CHHOWK1,Week of first change in hours,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB1_CHHOWK2,Week of second change in hours.,Labor Force,*** NO MATCH AVAILABLE ***,,,
1,TOEDDEBTVAL,Amount of student loans or educational expenses owed in own name only as of the last day of the reference period.,Assets,*** NO MATCH AVAILABLE ***,,,1
,EJB1_CNTRC,Was ... covered either by a union contract or something like a union contract?,Labor Force,ECNTRC1,Coverage by union or something like a union contract,Job,
,EJB1_CONCHK,Flag for definite work arrangement.,Labor Force,ECFLAG,Flag indicating an other-work-arrangement worker (contingent worker),Labor Force,
,EJB1_CXMTH,A variable identifying if a commission was earned in the reference month for this job.,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB1_DYSWKD,Edited variable indicating the number of days worked per week,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB1_DYSWKDH,Edited variable indicating the number of days worked only at home per week,Labor Force,*** NO MATCH AVAILABLE ***,,,
1,TWKHRS1,Number of hours worked at all jobs in week 1.,Labor Force,*** NO MATCH AVAILABLE ***,,Labor Force,1
,EJB1_EMONTH,Labor Force,Labor Force,TEJDATE1,Ending date of job,,
,EJB1_EMPLOC,Does ... operate in more than one location?,Labor Force,EEMPLOC1,Employer operations in more than one location,Job,
,EJB1_EMPSIZE,About how many people are employed by ... at the location where ... works?,Labor Force,TEMPSIZ1,Employees at worker's location,,
1,TWKHRS2,Number of hours worked at all jobs in week 2.,Labor Force,*** NO MATCH AVAILABLE ***,,Labor Force,1
1,TWKHRS3,Number of hours worked at all jobs in week 3.,Labor Force,*** NO MATCH AVAILABLE ***,,Labor Force,1
,EJB1_HPRTB,Variable showing if anyone else in the household was an owner or partner in business 1.,Labor Force,EHPRTB1,Other owners/partners in household,Business,
,EJB1_INCPB,Variable showing if business 1 was incorporated,Labor Force,EINCPB1,Incorporated business,Business,
,EJB1_JBORSE,"This variable describes the type of work arrangement, whether work for an employer, self employed or other.",Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB1_JOBID,Unique identifier for a job which is consistent across waves.,Labor Force,EBNO2,Across-wave business index/number,Business,
,EJB1_JOBID,Labor Force,Labor Force,EENO1,Across-wave employer index/number,Job,
,EJB1_JOBID,Labor Force,Labor Force,EENO2,Across-wave employer index/number,Business,
,EJB1_NETGRO1,"Was this ... take home pay, or was it gross pay before any taxes and other deductions were taken out?",Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB1_NETGRO2,"Was this ... take home pay, or was it gross pay before any taxes and other deductions were taken out?",Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB1_NETGRO3,"Was this ... take home pay, or was it gross pay before any taxes and other deductions were taken out?",Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB1_OEXPAY,A variable identifying if overtime was awarded in every month for this job.,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB1_OINCB,Spell variable showing if there was any additional income received by the respondent through business 1.,Labor Force,EOINCB1,Receipt of non-salary income,Business,
,EJB1_OXMTH,A variable identifying if overtime was earned in the reference month for this job.,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB1_PARTB1,Person number of partner in the household,Labor Force,EPARTB11,Person number of partner 1,Business,
,EJB1_PARTB2,Person number of partner in the household,Labor Force,EPARTB21,Person number of partner 2,Business,
,EJB1_PARTB3,Suppressed,Labor Force,EPARTB31,Person number of partner 3,Business,
,EJB1_PAYHR1,Type of first pay rate,Labor Force,EPAYHR1,Paid by the hour,Job,
,EJB1_PAYHR1,Labor Force,Labor Force,EPAYHR2,Paid by the hour,Job,
,EJB1_PAYHR2,Type of second pay rate,Labor Force,EPAYHR1,Paid by the hour,,
,EJB1_PAYHR3,Type of third pay rate,Labor Force,EPAYHR1,Paid by the hour,,
,EJB1_PFTLOSS,"Variable indicating if the respondent's business made a profit, a net loss or broke even for the year.",Labor Force,TPRFTB1,Net profit or loss,,
,EJB1_PROPB,Variable showing if business 1 was a partnership.,Labor Force,EPROPB1,Type of proprietorship,Business,
,EJB1_PTRESN1,What is/was the main reason ... worked less than 35 hours per week?,Labor Force,EPTRESN,Main reason for working less than 35 hours,Labor Force,
,EJB1_PTRESN2,What is/was the main reason ... worked less than 35 hours per week?,Labor Force,EPTRESN,Main reason for working less than 35 hours,Labor Force,
,EJB1_PTRESN3,What is/was the main reason ... worked less than 35 hours per week?,Labor Force,EPTRESN,Main reason for working less than 35 hours,Labor Force,
,EJB1_PVOEXP,Did ... have any other job-related expenses?,Labor Force,EPVWKEXP,Did...have to pay for work related licenses?,Work Related Expenses - Child Support Paid,
,EJB1_PVPARK,Did ... pay any parking or tolls?,Labor Force,EPVPAPRK,Did...work related expenses include paid parking?,Work Related Expenses - Child Support Paid,
,EJB1_PVTRPRM,What is ... primary commute mode?,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB1_PVWKTR1,Edited variable indicating whether the respondent drove his own vehicle to work,Labor Force,EPVWK1,Drive own vehicle to work?,Work Related Expenses - Child Support Paid,
,EJB1_PVWKTR2,Edited variable indicating whether the respondent was a rider in someone else's vehicle/van pool to work,Labor Force,EPVWK2,Did ... car/van pool to work?,Work Related Expenses - Child Support Paid,
,EJB1_PVWKTR3,Edited variable indicating whether the respondent took a bus to work,Labor Force,EPVWK3,Did ... use the public transit?,Work Related Expenses - Child Support Paid,
,EJB1_PVWKTR4,Edited variable indicating whether the respondent took rail to work,Labor Force,EPVWK3,Did ... use the public transit?,Work Related Expenses - Child Support Paid,
,EJB1_PVWKTR5,Edited variable indicating whether the respondent took other public transportation to work,Labor Force,EPVWK3,Did ... use the public transit?,Work Related Expenses - Child Support Paid,
,EJB1_PVWKTR6,Edited variable indicating whether the respondent walked to work,Labor Force,EPVWK4,Did ... bike/walk to work?,Work Related Expenses - Child Support Paid,
,EJB1_PVWKTR7,Edited variable indicating whether the respondent walked to work,Labor Force,EPVWK4,Did ... bike/walk to work?,Work Related Expenses - Child Support Paid,
,EJB1_PVWKTR8,Edited variable indicating whether the respondent drove a company vehicle to work,Labor Force,EPVWK5,Did ... get to work some other way?,Work Related Expenses - Child Support Paid,
,EJB1_PVWKTR9,Edited variable indicating whether the respondent worked from home,Labor Force,EPVWK5,Did ... get to work some other way?,Work Related Expenses - Child Support Paid,
,EJB1_PVWKTRA,Edited variable indicating whether the respondent got to work another way,Labor Force,EPVWK5,Did ... get to work some other way?,Work Related Expenses - Child Support Paid,
,EJB1_REIMBMI,Was ... reimbursed for miles he/she drove to work?,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB1_RENDB,What is the main reason ... gave up or ended this business?,Labor Force,ERENDB1,Reason business ended,Business,
,EJB1_RSEND,What is the main reason ... stopped working for his/her employer?,Labor Force,ERSEND1,Main reason stopped working for employer,Job,
,EJB1_SCRNR,Flag indicating the presence of job 1 during the reference year,Labor Force,EPDJBTHN,Paid job during the reference period,Labor Force,
,EJB1_STARTWK,This variable gives the value for the first week in the reference period that the person held this job/business.,Labor Force,TSBDATE1,Date operation of business began,,
1,TWKHRS4,Number of hours worked at all jobs in week 4.,Labor Force,*** NO MATCH AVAILABLE ***,,Labor Force,1
,EJB1_STRTJAN,Identifies whether a job/business/work arrangement began in January of the reference year or started before the reference year.,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB1_STRTMON,The month a job began when the job began prior to the reference period.,Labor Force,TSBDATE1,Date operation of business began,,
1,TWKHRS5,Number of hours worked at all jobs in week 5.,Labor Force,*** NO MATCH AVAILABLE ***,,Labor Force,1
,EJB1_TEXPAY,A variable identifying if tips were awarded in every month for this job.,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB1_TXMTH,A variable identifying if tips were earned in the reference month for this job.,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB1_TYPPAY1,Whether wage/salary income was received,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB1_TYPPAY2,Whether commission income was received,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB1_TYPPAY3,Whether tip income was received,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB1_TYPPAY4,Whether overtime income was received,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB1_TYPPAY5,Whether bonus income was received,Labor Force,*** NO MATCH AVAILABLE ***,,,
,EJB1_UNION,"At ..., was ... a member of either a labor union or an employee association like a union?",Labor Force,EUNION1,Union/employee-association membership,Job,
,EJB1_WSHMFRI,Worked from home on Fridays,Labor Force,EWSDY16,Worked at home on Fridays in job1,Work Schedule,
,EJB1_WSHMMON,Worked from home on Mondays,Labor Force,EWSDY12,Worked at home on Mondays in job1,Work Schedule,
,EJB1_WSHMSAT,Worked from home on Saturdays,Labor Force,EWSDY17,Worked at home on Saturdays in job1,Work Schedule,
,EJB1_WSHMSUN,Worked from home on Sundays,Labor Force,EWSDY11,Worked at home on Sundays in job1,Work Schedule,
,EJB1_WSHMTHU,Worked from home on Thursdays,Labor Force,EWSDY15,Worked at home on Thursdays in job1,Work Schedule,
,EJB1_WSHMTUE,Worked from home on Tuesdays,Labor Force,EWSDY13,Worked at home on Tuesdays in job1,Work Schedule,
,EJB1_WSHMWED,Worked from home on Wednesdays,Labor Force,EWSDY14,Worked at home on Wednesdays in job1,Work Schedule,
,EJB1_WSHMWRK,Were there any days when ... worked only from home?,Labor Force,EWSHMWK1,Worked only at home in job 1,Work Schedule,
,EJB1_WSJOB,What is the best description of ... work schedule?,Labor Force,EWSJOB1,Type of schedule work for job 1,Work Schedule,
